Hotel_Name,Location,Address,Cost,Property_type,Likes,Rating,Review
Bayview Hotel,Ikeja,"Ikeja, Lagos - 45 Ajayi Road, Oke Ira, Ogba",4000,Budget Hotel,441,NA,NA
Ayedere Hotel,Ketu,"Ketu, Lagos - 527, Ikorodu Road, Ketu, Lagos State, Nigeria.",3000,Ayedere Hotel,92,NA,NA
Jocason Hotel,Mushin,"Mushin, Lagos - Phase 11 51 Adebayo  Street Opposite Isolo Road",9000,Hotel,263,7.4 Very Good,From 7 reviews
Radisson Blu Anchorage Hotel,Victoria Island,"Victoria Island, Lagos - 1A Ozumba Mbadiwe Avenue",117840,Hotel,739,7.7 Very Good,From 8 reviews
Zest International Hotel,Yaba,"Yaba, Lagos - 12 Saint Finbarr's College Road, Akoka",6500,Hotel,687,NA,NA
Feli Gold Hotel,Ajao Estate,"Ajao Estate, Lagos - 6 Nwobodo Eze Street, Beside Eleganza Company",,Hotel,637,6.5 Very Good,From 7 reviews
Peridot Hotel ,Festac,"Festac, Lagos - Lake View Phase 1 Plot 1D 3643 By Ican Center.",9000,Budget Hotel,443,6.5 Very Good,From 10 reviews
Regia Luxuria Hotel ,Iyana-Ipaja,"Iyana-Ipaja, Lagos -  52/54,Alimosho Road By Alagutan Bus Stop, Off Iya...",15000,Hotel,402,6.7 Very Good,From 9 reviews
Abidap Hotels,Ipaja,"Ipaja, Lagos - 5/7 Dh Street Behind Federal Low Cost Housing Esta...",,Hotel,216,6.2 Very Good,From 6 reviews
Sikky Rolex Hotel,Gbagada,"Gbagada, Lagos - 25 Ayodele Oke Owo Street, Near Deeper Life.",6000,Hotel,207,6.2 Very Good,From 8 reviews
Homegate Hawker Resort,Lekki,"Lekki, Lagos - Plot 6, Babafemi Osoba Crescent, Off Admiralty Roa...",23650,Hotel,194,NA,NA
Chopsticks Cuisine Emperor Hotels ,Ikeja,"Ikeja, Lagos - 2B Sule Abuka Street, Off Opebi Road",8000,Hotel,188,NA,NA
Promise Land Hotels Limited,Amuwo-Odofin,"Amuwo-Odofin, Lagos - 1B, Badagry Expressway , Maza Maza Bus-Stop, Amuwo...",5000,Hotel,186,NA,NA
Elomaz Hotel Limited,Ikeja,"Ikeja, Lagos - 3/5, Immanuel Street, Off Mobolaji Bank Anthony Wa...",,Budget Hotel,172,7.6 Very Good,From 8 reviews
Sharrylesh Hotel,Ebute Metta,"Ebute Metta, Lagos - 29, Vaughan Street, Ebute Meta Street, West Apapa ...",7830,Hotel,153,6.4 Very Good,From 1 review
Sunderland Hotel,Surulere,"Surulere, Lagos - 54 Odiche Street , Coker",3500,Sunderland Hotel,142,NA,NA
De-Next Hotel Limited ,Lagos Island,"Lagos Island, Lagos - 41 Kosofe Street Oke- Arin",5000,Hotel,140,NA,NA
RBT LODGE,Festac,"Festac, Lagos -  NO 100, FESTAC LINK BRIDGE, AMUWO ODOFIN, LAGOS S...",12000,Hotel,133,NA,NA
General Kenneth Minimah Executive Hostel,Surulere,"Surulere, Lagos - Beside Old Skool Spot, Boxing Federation Complex, ...",,Hostel,125,7.0 Very Good,From 5 reviews
Sunny Vale Hotels,Ikotun,"Ikotun, Lagos - 6/7, Osita Onwasoigwe Close, Off Oguntoyinbo Cresc...",,Hotel,108,7.0 Very Good,From 6 reviews
Happy Days Hotel,Ketu,"Ketu, Lagos - Ikorodu Road, Ketu",2000,Happy Days Hotel,107,NA,NA
Utimanik Suite,Ajah,"Ajah, Lagos - Plot 9, Babs Adegbite Off Sunny Villa By Common We...",10000,Hotel,99,NA,NA
The Ivory Victoria Island,Victoria Island,"Victoria Island, Lagos - 226A Muri Okunola Street",25000,Hotel,93,NA,NA
Spicery Hotel,Yaba,"Yaba, Lagos - 16,Ijaoye Street, Igbobi Sabe, Jibowu, Yaba",,Apartment,92,NA,NA
Stoneside Hotel And Apartments,Ikeja,"Ikeja, Lagos - No 3 Sobo Arobiodu Street, GRA Ikeja",35000,Hotel,90,NA,NA
Royalkaft Hotel And Suites,Ikorodu,"Ikorodu, Lagos -  No3 Bab Sheriff Str, Opp His Glory Estate, Ikorod...",15000,Hotel,88,NA,NA
Kelsey Greene Hotel ,Ikeja,"Ikeja, Lagos - 16 Olaniji Street, Julie Estate, Next To Clay Bus ...",25000,Hotel,80,NA,NA
Platinum Inn Gee Hotel (Surulere),Surulere,"Surulere, Lagos - 27 Ekololu St, Surulere",13440,Hotel,77,NA,NA
 Big Fish Restaurant And Bar (ONE),Amuwo-odofin ,"Amuwo-odofin , Lagos - No 208 Road, House 40, Festac Town, Amuwo Odofin",9000,Guest House,67,NA,NA
Derose Palace Suites ,Surulere,"Surulere, Lagos - 6B, Taoridi Street, By Bode Thomas Junction",11400,Hotel,66,6.0 Very Good,From 1 review
Grand Emperor Hotel,Lekki,"Lekki, Lagos - Block 129, Plot 9 Akinyemi Avenue ",15000,Hotel,64,NA,NA
Montrose Hotel,Lekki,"Lekki, Lagos - Plot 5 Aliu Animashaun Street, Off Admiralty Road.",35000,Hotel,62,NA,NA
Tenplus Suite,Apapa,"Apapa, Lagos - 36 Sadiku Street Olodi, Apapa Lagos, Nigeria",,Hotel,60,NA,NA
Bedrock Hotel And Suites,Badagry,"Badagry, Lagos -  Ilogbo Eremi Road, Oko Afo",7000,Hotel,58,NA,NA
Seattle  Residences And Spa,Victoria Island,"Victoria Island, Lagos - 12A, Walter Carrington Crescent, Victoria Island",505226,Hotel,58,NA,NA
Galpin Suites Ikeja,Ikeja ,"Ikeja , Lagos - No 1, Jafac Close By Alhaji Jimoh Street Off Adeni...",20000,Hotel,53,NA,NA
"PRIMAL HOTEL, IKOYI",Ikoyi,"Ikoyi, Lagos - 4b Ruxton Road, Off Bourdillo, Ikoyi",30000,Hotel,53,NA,NA
Onikipp Hotel,Yaba,"Yaba, Lagos - 328, Borno Way, Alagomeji Yaba, Lagos",6000,Onikipp Hotel,101,NA,NA
Jemadex Kings Hotel Lagos ,Ikorodu ,"Ikorodu , Lagos -  17 Banjo Crescent Known As Nine -nine Agric Bus S...",7000,Hotel,51,NA,NA
Suitable Guest House,Surulere,"Surulere, Lagos - 22,Modupe Johnson Crescent, Surulere, Lagos",12000,Hotel,49,7.6 Very Good,From 1 review
Maison 55 Hotel,Victoria Island,"Victoria Island, Lagos - 55, Adebisi Omotola Close, Behind Zenith Bank Head...",20000,Hotel,49,NA,NA
HOTEL DI ELEGANTE ,Surulere,"Surulere, Lagos - Plot 14 Adelabu Street,  Surulere ",13000,Hotel,45,NA,NA
"Honey Debbie Hotel, Suite And Event Centre",Iyana-Ipaja,"Iyana-Ipaja, Lagos - 7, Owolabi Ajasa Street, Ikola Eleyin, Ikola, Ipaj...",10000,Hotel,45,NA,NA
Capital And County Realty Apartments- Chevron,Victoria Garden City,"Victoria Garden City, Lagos - Chevron",20000,Apartment,40,NA,NA
Kaywy Lodge,Ikotun,"Ikotun, Lagos - 23, Alhaji Onilewura Street, Off Liasu Road, Egbe,...",7000,Hotel,38,NA,NA
Dulwich Hotels ,Ajao Estate,"Ajao Estate, Lagos - 27, Kaara Street, Off Isolo Way Ajao Estate Lagos ...",9500,Hotel,34,NA,NA
 Shebet Apartments,Lekki,"Lekki, Lagos - No 43 Lawal Street Gbara Lekki By Jakanda Opp Shop...",17500,Hotel,32,NA,NA
Medallion Hospitality Service,,", Lagos - Plot 61 Babatunde Anjous Avenue Off Admiralty Way,...",25000,Hotel,32,NA,NA
Supreme Suites,Ikeja,"Ikeja, Lagos - 35, Ogundana Street, Off Allen, Ikeja ",15000,Hotel,30,NA,NA
The Gold Apartment,Lekki,"Lekki, Lagos - Block D10 Flat 7, Lekki Gardens Horizon 2 By Meado...",40000,Apartment,30,NA,NA
Apollo Hotel,Yaba,"Yaba, Lagos - No 23, Oyediran Estate, Industrial Avenue",14000,Hotel,28,NA,NA
Sugarland Apartments Ikeja,Lagos,"Lagos, Lagos - 7/9 Agbaoku Street, Opebi Ikeja",40000,Hotel,27,NA,NA
Pacific Hotel And Bar,Ikotun,"Ikotun, Lagos - 1, Apaomo Street, Off Afunrugbin, Ijegun",,Hotel,23,NA,NA
Apata International Hotel And Suite,Ikotun,"Ikotun, Lagos - 11 Baale Street, Idirogbo Ayobo",6000,Hotel,21,NA,NA
Cee's Place Hotel,Aguda,"Aguda, Lagos - 43, Thomas Animashaun Street, Aguda, Off Brown Roa...",,Hotel,19,NA,NA
Onsight Hotel,Ikorodu,"Ikorodu, Lagos - 1, Adediji Oladeinde Street, Offin Oreta Street, O...",,Hotel,17,NA,NA
Coded Hotel,Ikorodu,"Ikorodu, Lagos - NO 10 Olabalogun Church Bus-Stop Solomade Ikorodu ...",3000,Hotel,14,NA,NA
Suite Supremo,Alimosho,"Alimosho, Lagos - 12,  Abeke Kuduyo Street, Lasu/Isheri Expressway, ...",5000,Hotel,12,NA,NA
Hillcrest Hotel,Ikeja,"Ikeja, Lagos - 2 Afolabi Awosanya Street Off Agbaoku Street Opebi",28000,Hotel,10,NA,NA
Waypoint Guest House,Ikorodu,"Ikorodu, Lagos - 7, Efunshere Street Opposite Locust Estate",3000,Hotel,10,NA,NA
Precious Garden Hotel,Festac,"Festac, Lagos - Plot 1045 422 Road 6th Avenue.",4500,Hotel,421,NA,NA
Park Inn By Radisson Service Apartment Formerly (Protea Hotel Victoria Island),Victoria Island,"Victoria Island, Lagos - Plot 1700 Violet Yough Close. Off Adetokunbo Ademo...",62000,Hotel,252,NA,NA
"Command Guest House, LAGOS",Apapa,"Apapa, Lagos - Command Guest House, 26 Child Avenue, Apapa, Lagos",15000,Hotel,107,NA,NA
Windell Hotels And Suites,Okota,"Okota, Lagos - 18b Mukandasi Street, Off Ago Palace Way, Okota, L...",6000,Windell Hotels And Suites,95,NA,NA
Twelve30 Inn Hotel,Epe,"Epe, Lagos - 1, Tolani Agbaje Crescent, Noforija",15000,Hotel,80,NA,NA
Muwazoni Hotel,Ojota,"Ojota, Lagos - 22 Ogudu Road ",5000,Muwazoni Hotel,107,NA,NA
AdeKazeema Hotel,Palmgrove,"Palmgrove, Lagos - 16 Bolaji Omupo Street, Pedro ",4000,Hotel,82,NA,NA
Access Hotel,Ikeja,"Ikeja, Lagos - 9 Irewole Street Off Awosika Bus Stop Opebi",8000,Hotel,181,NA,NA
A- Quality Lodging And Suites, Surulere," Surulere, Lagos - 10, Babatunde Street, Off Ogunlana Drive, Lawanson",11500,Hotel,157,NA,NA
Xclusive Hotel And Suites ,Lekki,"Lekki, Lagos - 54, Modupe Young Street, Thomas Estate, Ajah, Ibej...",4500,Xclusive Hotel And Suites ,112,NA,NA
Virgingold Guest House,"Alagbole, Ojodu","Alagbole, Ojodu, Lagos - 1 Prince Hassan Momoh Avenue, Cele Bus Stop, Alagb...",3000,Virgingold Guest House,126,NA,NA
Leeds Hotel International,,", Lagos - No 1, Coker Crescent Estate, Black Gate Bus Stop B...",4000,Leeds Hotel International,40,NA,NA
Bluesea Hotel,Victoria Island,"Victoria Island, Lagos - 10, Saka Tinubu Street",25000,Hotel,19,NA,NA
Jadetes Hotels, Mushin," Mushin, Lagos - 4, Ogidan Street,",4000,Jadetes Hotels,25,NA,NA
Let's Go There Hotel (Formerly Maysun International Spot),Egbeda,"Egbeda, Lagos - 23 Babalola Street Akowonjo",3000,Hotel,192,NA,NA
Leeds Royal Hotels,Surulere,"Surulere, Lagos - 7, Adegbesan Street, Off Adedoyin Street",8000,Hotel,101,NA,NA
De Graft Executives Guest House,Ikeja,"Ikeja, Lagos - 115, Adeniyi Jones Avenue",4000,Hotel,99,NA,NA
De Gong Guest House,Akowonjo,"Akowonjo, Lagos - 67, Shasha Road, Shasha",,De Gong Guest House,71,NA,NA
His Mercy Guest House,Kosofe,"Kosofe, Lagos - 12, Afinjuomo Street, Under Bridge, Mile 12.",3500,Hotel,62,NA,NA
Sobsal Hotel,Ojo,"Ojo, Lagos - 151, Ojo Igbede Rd White House Bus Stop Ajangbadi.",2200,Hotel,56,NA,NA
Toomo Hotel,Igando,"Igando, Lagos - 37, Akind Street",,Toomo Hotel,56,NA,NA
Westown Hotel,Ikeja,"Ikeja, Lagos - 7, Sheraton-Opebi Link Road, Ikeja-Lagos",35000,Luxury Hotel,826,6.6 Very Good,From 20 reviews
Moonshine Hotel,Lagos Island,"Lagos Island, Lagos - 84, Moshalashi Street, Obalende ",5000,Hotel,497,6.0 Very Good,From 13 reviews
Milestone Hotel ,Ajah,"Ajah, Lagos - 2/4 Milestone Close, Skido Bus-stop, Ado Road, Aja...",12000,Hotel,490,6.2 Very Good,From 20 reviews
Westville Guest House And Lounge,Lekki Phase 1,"Lekki Phase 1, Lagos - 3 Wole Ariyo Street, Lekki Phase 1, Lagos Nigeria",20000,Guest House,376,NA,NA
Presken Hotel Maryland (formerly Solace Hotel),Ikeja,"Ikeja, Lagos - 1 Shonny Way, Shonibare Estate, Off Mobolaji Bank ...",13250,Hotel,341,NA,NA
Jabita Intercontinental Hotel,Ikeja,"Ikeja, Lagos - 144 Obafemi Awolowo Way",10000,Hotel,263,NA,NA
Harvesters Suites,Surulere,"Surulere, Lagos - 47, Olatilewa Street, Off Lawanson Road",12000,Hotel,190,NA,NA
Heritage House Square Hotels 1,Ajao Estate,"Ajao Estate, Lagos - 11/13, Kolex Avenue, Off Osolo Way, Off M/M Intern...",15000,Hotel,160,NA,NA
"Queenset Guest House, Yaba",Yaba,"Yaba, Lagos - 8 Iwaya Road Onike",4000,Hotel,157,NA,NA
De Santiago Milan Hotel And Suites,Amuwo-Odofin,"Amuwo-Odofin, Lagos - Plot 3088, Block 24B/25B, Festac Access Road, Amuw...",20000,Hotel,136,NA,NA
Le Real VGC,Lekki,"Lekki, Lagos - PC 4 & 5, Road 8D, Victoria Garden City",32000,Hotel,120,NA,NA
Blueroof Hotel & Suites,Alimosho,"Alimosho, Lagos - 10, Debo Akinyemi Drive, BIdowu Egba Bustop, Along...",3500,Hotel,118,NA,NA
Pilot Hotel ,Ajegunle,"Ajegunle, Lagos - 30 Olowojeunjeje St Aiyetoro, Ajegunle",3000,Hotel,116,NA,NA
Rob Emmics Hotel ,Ikotun Egbe,"Ikotun Egbe, Lagos - 6/7 Alhaji Sodiq Close,Onilewura Bus Stop,Ile-Iwe,...",6000,Hotel,114,NA,NA
Standard Hotel ,Mushin,"Mushin, Lagos - 28/30 Adeoyo Street, Off Isolo Road.",5500,Hotel,110,7.0 Very Good,From 1 review
Meros Villa,Ikeja,"Ikeja, Lagos - 12 Titilayo Adedoyin Street, Omole Phase 1 Estate",60000,Hotel,97,NA,NA
The Novelty Place Hotel ,Yaba,"Yaba, Lagos - 1A Ibikunle Close Off Harvey Road Behind Saint Dom...",11000,Hotel,95,NA,NA
De Rodalink Garden ,Igando,"Igando, Lagos - KM 2 Isheri Igando Road, Odo Eran Bus Stop Igando ",4000,Hotel,92,NA,NA
Gossard Hotel,Satellite Town,"Satellite Town, Lagos - 2 Uloko Close Satellite Town",4200,Hotel,86,NA,NA
De Grandeur Tower Apartment,Ikeja,"Ikeja, Lagos - Plot 5A, Celestial Church Street, Off Alh. Lateef ...",50000,Hotel,84,7.6 Very Good,From 1 review
Governor's Apartments,Ikeja,"Ikeja, Lagos - No 3 Norus Close, Omole Phase 1, ",25000,Apartment,84,NA,NA
100 % Hotel ,Ikeja,"Ikeja, Lagos - 12 Samuel Awoniyi Street, Off Salvation Road",10500,Hotel,82,NA,NA
Chelsea Suites ,Amuwo-Odofin,"Amuwo-Odofin, Lagos - 21 Road, E Close, Beside UBA Bank, Festac Town, Am...",9100,Hotel,80,NA,NA
Almondview Hotels International,Satellite Town ,"Satellite Town , Lagos - No 40 Alibiosun Street, Satelite Town,",28000,Hotel,80,NA,NA
Chamcce Hotel ,Ajao Estate,"Ajao Estate, Lagos - 2 Olakunle Selesi Crescent Off Asa Afariogun Stree...",16000,Hotel,77,NA,NA
81 Divisions Officers Mess Apartment,Victoria Island,"Victoria Island, Lagos - No.6 Outer Marina Beside Lagos Boat Club",20000,Hotel,73,NA,NA
"De Royale Hotel And Suites, Egbeda",Egbeda,"Egbeda, Lagos - 77, Egbeda - Idimu Road, Car Cash Bus Stop, Egbeda",9000,Budget Hotel,71,7.6 Very Good,From 2 reviews
Modex Guest House,"Lagos, Ajao Estate - Airport Road","Lagos, Ajao Estate - Airport Road, Lagos - 34, Olakunle Selesi Crescent",10000,Guest House,71,NA,NA
Ebony Spot Hotel,Ikeja,"Ikeja, Lagos - No 29 Ladipo Kuku Off Allen",10000,Hotel,64,NA,NA
MADIBA HUB,Lekki,"Lekki, Lagos - 68 Kusenla Road Ikate-Elegushi, 4th Roundabout Chi...",20000,Hotel,62,NA,NA
Copacabana Guest House,Mushin,"Mushin, Lagos - 341, Agege Motor Road, Mushin",3000,Hotel,60,NA,NA
Wise Forest Suite,Ikeja,"Ikeja, Lagos - Ope-Oredugba Close, Behind Etiebet Place On Mac An...",12000,Hotel,60,NA,NA
Grand Bee Apartments,Ikeja,"Ikeja, Lagos - Nos 8A & B, Adeyemo Alakija Street, GRA, Ikeja",30000,Apartment,54,NA,NA
The Cool Tavern Relaxation Centre,Igando,"Igando, Lagos - 18 Benson Aworunse St (Oremeji St}, Off Isuti Road...",6000,Hotel,53,6.8 Very Good,From 1 review
Malambo Hotels Limited,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 32/34 Ajose Street (Ilasamaja) Berliet Bus Stop Of...",,Hotel,51,NA,NA
Jabell Hotel And Suites Ltd,Ikorodu,"Ikorodu, Lagos - 2/4 Engr Ajibola Bello Street, All Saint Estate Ce...",7000,Hotel,51,NA,NA
Haloe Suites,Sangotedo,"Sangotedo, Lagos - Plot 8, Alhaji Raheem Kotun Drive, Ogidan Estate, ...",4800,Hotel,51,NA,NA
De Man Hotel,Eti Osa,"Eti Osa, Lagos - 11, Nahab Ashafa Street, Langbaja, Lagos",,Hotel,49,NA,NA
Triple Tee Hotel,,", Lagos - 10,Abiona Close Off Falolu Rd,Surulere",17600,Hotel,49,NA,NA
DC Bar And Suites,Ketu,"Ketu, Lagos - 19/21, Oke Owo Street, Irawo, Off Ikorodu Road",,Hotel,47,7.2 Very Good,From 1 review
 Camelot Rest House,Victoria Island,"Victoria Island, Lagos - Plot 1425B Amodu Tijani Close",18000,Hotel,41,6.8 Very Good,From 2 reviews
Haven Motel,Ebute Metta,"Ebute Metta, Lagos - 62 Murtala Mohammed Way Ebutte Metta.",2500,Haven Motel,41,NA,NA
Fairview Hotels,Satellite Town,"Satellite Town, Lagos - Plot 4-6 Kehinde Eta-Oko Street Off Ijegun Egba Ro...",6000,Hotel,41,NA,NA
The Penguin Apartments,Surulere,"Surulere, Lagos - 14 Adebola Street Off Adeniran Ogunsanya ",6000,Hotel,41,NA,NA
Villa Maria,Lekki ,"Lekki , Lagos - 3 John Chuks Nnadi Drive Off Africa Lane ",28000,Hotel,40,NA,NA
Xainab Hotel,Ikeja,"Ikeja, Lagos - 349, Odusami Street, Off Wempco Road",12000,Hotel,36,NA,NA
Destaxy Hotel,Ikorodu,"Ikorodu, Lagos - Abiodun Bolarinwa Street,Odubala Estate, Off Oreyo...",10000,Hotel,30,NA,NA
Red Cow Hotel,Imota,"Imota, Lagos - 99 Raji Fashola Road",3500,Hotel,28,NA,NA
Grace Paradise Hotel,Oshodi,"Oshodi, Lagos - 20, Akinpelu Street, Opposite Akinpelu Police Stat...",6000,Grace Paradise Hotel,27,NA,NA
LEGACY PALACE HOTEL,Ikorodu,"Ikorodu, Lagos - 7 Otunubi Street Ori Okuta Agric Ikorodu",3950,Hotel,25,NA,NA
Motel De Mutas,Ikotun,"Ikotun, Lagos - 1 Fatoberu Street, Car Wash Bus Stop",,Hotel,23,NA,NA
Bates Garden,Ajah,"Ajah, Lagos - 1 Bawo Oritsejafor Street, Beside Lagos Business S...",,Hotel,23,NA,NA
Casa Pluto,Victoria Island,"Victoria Island, Lagos - Plot 8, WATER Corporation Drive, Victoria Heights ...",55000,Hotel,23,NA,NA
Kilo Hotels Limited ,Surulere,"Surulere, Lagos - 16, Adeniji Street, End Of Alhaji Street",7500,Hotel,21,NA,NA
D Sky Holiday Inn,Lekki,"Lekki, Lagos - 14/15 Olusesi Street Ibeju ",7900,Hotel,17,NA,NA
The Place Hotel Limited,Ajao Estate,"Ajao Estate, Lagos - 15 Kolawole Shonibare Street, Off Asa Afariogun St...",10000,Hotel,15,NA,NA
Habitat Apartments,Ajao Estate,"Ajao Estate, Lagos -  5/7, Ajibade Babatola Street, Ajao Estate, Oshodi...",23000,Hotel,14,NA,NA
Finishing Touches Hotel,Lekki ,"Lekki , Lagos - KM 50 Lekki Epe Expressway Olukonla Ajah Lekki Pen...",,Hotel,14,NA,NA
Casa Flo,Ikeja GRA,"Ikeja GRA, Lagos - 34A, Remi Fani Kayode Avenue, Ikeja GRA",160000,Apartment,14,NA,NA
The Gold Paradise Apartment,Lekki,"Lekki, Lagos - Block 3 Flat 3 Horizon Paradise Estate 2, Chevron ...",30000,Apartment,14,NA,NA
De Limit Hotel 2,Iju-Oja,"Iju-Oja, Lagos - Phase 1",2800,Hotel,12,NA,NA
Casabella Homes-One Bedroom Mini Flat,Victoria Garden City,"Victoria Garden City, Lagos - 51 Road 53 VGC",25000,Apartment,12,NA,NA
Palmroof Hotel And Halls,,", Lagos - 71/75, Unity Road, Off Baale Animashaun Road",,Hotel,10,NA,NA
LACOUR HOTEL Glover Rd,Ikoyi,"Ikoyi, Lagos - 33 Glover Rd, Ikoyi, Lagos",76360,Hotel,10,NA,NA
3 Bedroom Apartment At Primewater Garden ,Lekki,"Lekki, Lagos - Primewater Garden, Lekki",60000,Apartment,10,NA,NA
Studio 4 Shonibare Estate,Ikeja ,"Ikeja , Lagos - 5 Shonny Highway, Maryland, Ikeja. ",20000,Hotel,8,NA,NA
Sarah Sam Hotels Limited ,Ojota,"Ojota, Lagos - 115 Ogudu-Ojota Road Ogudu GRA",12500,Hotel,183,NA,NA
Mac-Ive Hotels Limited,Oshodi-Isolo,"Oshodi-Isolo, Lagos - 40 Boladale Street Oshodi-Isolo.",3500,Mac-Ive Hotels Limited,114,NA,NA
Endurance Hotel ,Mushin,"Mushin, Lagos - 39, Kereowo Street, Ilasamaja",2000,Endurance Hotel ,95,NA,NA
Brooklyn Hotel,Ikeja,"Ikeja, Lagos - 30A Akinremi Street Anifowose",4000,Brooklyn Hotel,86,NA,NA
Dipri Suites,Festac Town,"Festac Town, Lagos - 3rd Avenue, U Close, House 1",,Hotel,73,NA,NA
De Next Hotel,Mushin,"Mushin, Lagos - 21 Aborishade Street ",4000,Hotel,69,NA,NA
Hotel DayTona Formerly (Hotel Astoria) ,Yaba,"Yaba, Lagos - 9 Adenuga Taiwo Street, Obanikoro, Shomolu",8250,Hotel DayTona Formerly (Hotel Astoria) ,67,NA,NA
Com Executive Guest House,Ojodu-Berger,"Ojodu-Berger, Lagos - 3, Kosoko Street Along Gbenga Adeyinka Complex Ber...",,Com Executive Guest House,38,NA,NA
Boyemco Hotel Limited,Ketu,"Ketu, Lagos - 6, Atinmo Street, Off  Love All Street, Via Cele B...",4500,Hotel,196,NA,NA
Aregbesola Executive Hotel,Yaba,"Yaba, Lagos - 12 Bariga Road Adesina Bustop",5000,Hotel,131,NA,NA
D-Stadium Hotel,Akowonjo,"Akowonjo, Lagos - 47, Oluwagbebe Street, Off Shasha Road",4000,Hotel,112,NA,NA
Manasons Hotel Limited,Surulere,"Surulere, Lagos - 19, Adebola Street, Off Adeniran Ogunsanyarn",5000,Hotel,108,6.0 Very Good,From 1 review
Blueberry Hotel ,Amuwo-Odofin,"Amuwo-Odofin, Lagos - Plot 316 Durbar Road, Amuwo Odofi",8500,Hotel,103,NA,NA
New Generation Hotel ,Iju Ishaga,"Iju Ishaga, Lagos - 4 Kolawole Street, Along Ibari Street Ifako Ijaye.",3500,Hotel,84,NA,NA
Okiki Hotels,Ipaja,"Ipaja, Lagos - 5th Avenue Gowon Estate Ipaja",4750,Hotel,80,NA,NA
Omoba Royal Hotel,Ikotun,"Ikotun, Lagos - 19, Afilaka Street, Hostel Bus Stop, Agodo Egbe",7000,Hotel,77,NA,NA
Conference Centre & Guest House Limited ,Ikeja,"Ikeja, Lagos - 9, Methodist Church Street Opebi Lagos",8250,Conference Centre & Guest House Limited ,69,NA,NA
Miclara Regency Hotel,Isheri,"Isheri, Lagos - 1, Kaoma Street, Lasu-Igando Road, Isheri-Olofin, ...",6000,Hotel,67,7.0 Very Good,From 2 reviews
Ginedo Guest Inn,Surulere,"Surulere, Lagos - 5 Adebola Street , Off Ogunsanya Road, Surulere, L...",4000,Ginedo Guest Inn,62,NA,NA
Bayville Hotel Company,Yaba,"Yaba, Lagos - 362 Muritala Mohammed Way ",4500,Hotel,56,NA,NA
Ephphatha Hotel,Ajah,"Ajah, Lagos - 1/3 Leye Fajemisin Ciose Behind Nipco Station. Off...",,Ephphatha Hotel,45,NA,NA
Hotel Beatrix,Lagos Mainland,"Lagos Mainland, Lagos - 27, Ijaoye Street",,Hotel Beatrix,43,NA,NA
Ademola Hearts Hotel ,Ogba,"Ogba, Lagos - 30/32 Adedoyin Street Opposite Zenith Bank",,Ademola Hearts Hotel ,40,NA,NA
Gracious Treat Inn,Abule Egba,"Abule Egba, Lagos - 3, Agnes Adeniran Street",,Gracious Treat Inn,32,NA,NA
Somerset Suites And Apartments,Ikoyi,"Ikoyi, Lagos - 14 Udi Street, Osborne Estate",49500,Hotel,31,NA,NA
Mainland Hotel,Ebute Metta,"Ebute Metta, Lagos - 2/4  Willoughby Street Ebute Metta.",12500,Mainland Hotel,386,NA,NA
Buckingham Palace Hotel ,Oshodi-Isolo,"Oshodi-Isolo, Lagos - Plot 21 Baba Ewe Street, Off Ago Palace Way, Opp D...",6000,Hotel,240,7.0 Very Good,From 2 reviews
Toll Plaza Continental Hotel,Badagry,"Badagry, Lagos - Old Toll Gate/Check Point Bus Stop",5000,Hotel,77,6.4 Very Good,From 1 review
Skykom Guest House,Ifako-Ijaiye,"Ifako-Ijaiye, Lagos - 9, Powerline Phase 1, Lambe Alausa",3000,Skykom Guest House,62,NA,NA
Anby Hotel,Ejigbo,"Ejigbo, Lagos - No 2 AgboGumagbin Street ",2000,Hotel,47,NA,NA
Famade Guest House,Ikorodu,"Ikorodu, Lagos - 1 Famade Dede Street Off Oba Sekumade Road Opposit...",4000,Hotel,43,NA,NA
New Look Guest Suite Limited,,", Lagos - Otunba Waheed Adeyemi Layout, Omoleye Bus-Stop Eko...",,New Look Guest Suite Limited,30,NA,NA
Adesuwa Royal Guesthouse,Ikosi Ketu,"Ikosi Ketu, Lagos - No 56, Yakubu Street, Off Jimoh Balogun",8000,Adesuwa Royal Guesthouse,28,NA,NA
Yemi Guest House ,Okokomaiko,"Okokomaiko, Lagos - 17, Aka Road",,Yemi Guest House ,23,NA,NA
Royal Prince Guest House,Somolu,"Somolu, Lagos - No 6, White House Street",3500,Royal Prince Guest House,23,NA,NA
Corner Guest House,,", Lagos - 193, Ijesha Road",,Corner Guest House,17,NA,NA
Hamak Hotel,Abule Egba,"Abule Egba, Lagos - 11, Akinsegun Street",,Hamak Hotel,15,NA,NA
Moonshine Motel,Lagos Island,"Lagos Island, Lagos - 2, Adetipa Street Lafiaji Lagos Island.",3000,Motel,172,NA,NA
Bucker's Palace Hotel,Lekki-Epe,"Lekki-Epe, Lagos - 20 Okun Mopo Road. Sangotedo Bus Stop, Lekki Epe E...",10000,Hotel,103,NA,NA
De Grove Hotel ,Apapa,"Apapa, Lagos - 18 Kofo Abayomi Avenue Apapa",1800,De Grove Hotel ,90,NA,NA
Big Spring Hotel,Ejigbo,"Ejigbo, Lagos - 13 Apana Street",2500,Hotel,54,NA,NA
